,ADD_LIKE_BINARY_1,ADD_LIKE_BINARY_2,ADD_LIKE_BINARY_3,ADD_LIKE_BINARY_4,ADD_LIKE_BINARY_5,ADD_LIKE_BINARY_6,AGE,LIVING,STATE,GENDER
398,2.0,2.0,2.0,1.0,1.0,1.0,36,3,2,1
399,2.0,2.0,1.0,2.0,1.0,1.0,36,3,9,1
400,1.0,1.0,1.0,2.0,1.0,1.0,55,2,32,1
401,1.0,1.0,2.0,1.0,1.0,2.0,20,2,9,2
402,1.0,1.0,1.0,1.0,1.0,1.0,37,2,4,1
403,2.0,2.0,2.0,1.0,1.0,2.0,32,2,22,2
404,1.0,1.0,2.0,1.0,1.0,1.0,21,3,4,2
405,1.0,1.0,1.0,1.0,1.0,1.0,37,2,10,1
406,1.0,2.0,2.0,2.0,1.0,1.0,36,2,30,2
407,1.0,1.0,1.0,1.0,1.0,1.0,21,2,30,1
408,1.0,1.0,1.0,1.0,1.0,2.0,35,2,38,1
409,1.0,1.0,2.0,1.0,1.0,1.0,54,3,32,2
410,1.0,1.0,2.0,1.0,1.0,2.0,29,1,4,1
411,2.0,2.0,2.0,1.0,1.0,2.0,40,2,38,1
412,1.0,1.0,1.0,1.0,1.0,1.0,33,2,4,1
413,2.0,2.0,2.0,1.0,1.0,1.0,53,2,13,1
414,1.0,1.0,2.0,1.0,1.0,1.0,25,2,30,2
415,1.0,2.0,2.0,1.0,1.0,1.0,48,3,33,2
416,1.0,1.0,1.0,2.0,1.0,2.0,20,3,4,1
417,2.0,2.0,1.0,1.0,1.0,1.0,34,3,4,2
418,1.0,1.0,2.0,1.0,1.0,1.0,52,2,30,1
419,1.0,1.0,2.0,1.0,1.0,1.0,18,3,32,1
420,1.0,1.0,2.0,1.0,1.0,1.0,21,3,1,1
421,1.0,1.0,2.0,1.0,1.0,1.0,37,1,38,2
422,1.0,1.0,1.0,1.0,1.0,1.0,36,3,32,1
423,1.0,1.0,1.0,1.0,1.0,1.0,47,3,4,1
424,2.0,1.0,2.0,1.0,1.0,1.0,18,2,9,1
425,2.0,1.0,1.0,1.0,1.0,1.0,19,2,9,2
426,1.0,1.0,1.0,1.0,1.0,1.0,20,3,32,2
427,1.0,1.0,2.0,1.0,1.0,1.0,31,2,43,1
428,2.0,1.0,1.0,1.0,1.0,2.0,45,1,23,1
429,2.0,2.0,2.0,2.0,2.0,2.0,33,3,43,1
430,1.0,1.0,1.0,2.0,1.0,1.0,27,3,42,1
431,1.0,1.0,2.0,1.0,1.0,1.0,23,3,38,2
432,1.0,1.0,1.0,2.0,1.0,1.0,36,3,32,2
433,1.0,1.0,1.0,1.0,1.0,1.0,19,2,22,2
434,1.0,1.0,1.0,1.0,1.0,1.0,18,2,45,2
435,1.0,1.0,2.0,1.0,1.0,1.0,21,2,21,2
436,1.0,1.0,2.0,1.0,1.0,1.0,30,1,9,1
437,1.0,1.0,2.0,1.0,1.0,2.0,22,1,13,1
438,1.0,1.0,1.0,1.0,1.0,1.0,19,3,4,2
439,1.0,2.0,1.0,1.0,1.0,2.0,18,2,15,2
440,2.0,2.0,2.0,1.0,2.0,2.0,51,2,35,2
441,2.0,2.0,1.0,1.0,1.0,1.0,22,2,30,2
442,2.0,2.0,2.0,1.0,1.0,2.0,18,2,44,2
443,1.0,1.0,1.0,1.0,1.0,1.0,27,2,12,1
444,2.0,2.0,2.0,1.0,1.0,1.0,24,3,32,1
445,1.0,1.0,1.0,1.0,1.0,1.0,34,1,32,2
446,2.0,2.0,2.0,1.0,1.0,1.0,44,1,28,1
447,1.0,2.0,2.0,1.0,1.0,1.0,22,3,4,2
448,1.0,1.0,1.0,1.0,1.0,1.0,20,2,46,2
449,1.0,1.0,1.0,1.0,1.0,1.0,38,2,4,1
450,1.0,2.0,2.0,1.0,1.0,1.0,30,3,32,2
451,1.0,1.0,2.0,1.0,1.0,1.0,33,3,4,1
452,1.0,2.0,1.0,1.0,1.0,1.0,24,2,20,1
453,1.0,1.0,1.0,1.0,1.0,1.0,41,3,4,1
454,1.0,1.0,1.0,1.0,1.0,1.0,37,3,24,1
455,1.0,1.0,1.0,2.0,1.0,1.0,34,2,30,1
456,1.0,1.0,1.0,1.0,1.0,1.0,21,2,32,2
457,1.0,1.0,1.0,1.0,1.0,1.0,24,1,21,2
458,1.0,1.0,1.0,1.0,1.0,1.0,18,3,33,2
459,2.0,2.0,2.0,1.0,1.0,1.0,26,2,4,1
460,1.0,1.0,2.0,1.0,1.0,1.0,22,2,4,2
461,1.0,1.0,2.0,1.0,1.0,1.0,22,4,4,2
462,2.0,2.0,2.0,1.0,1.0,1.0,21,1,33,2
463,1.0,1.0,1.0,1.0,2.0,2.0,54,2,28,1
464,1.0,1.0,2.0,1.0,1.0,1.0,19,2,21,1
465,1.0,1.0,1.0,1.0,1.0,1.0,30,3,43,1
466,2.0,2.0,2.0,1.0,1.0,1.0,20,3,17,2
467,1.0,1.0,2.0,1.0,1.0,1.0,39,3,25,2
468,1.0,1.0,2.0,1.0,1.0,1.0,19,2,42,2
469,1.0,1.0,1.0,1.0,1.0,1.0,18,2,35,2
470,2.0,2.0,2.0,1.0,1.0,1.0,51,1,49,2
471,1.0,2.0,2.0,1.0,1.0,1.0,32,2,38,1
472,1.0,1.0,1.0,1.0,1.0,1.0,18,2,4,1
473,1.0,1.0,1.0,1.0,1.0,1.0,18,3,30,2
474,1.0,1.0,2.0,1.0,1.0,1.0,39,3,49,2
475,1.0,1.0,2.0,1.0,1.0,1.0,32,2,23,2
476,1.0,1.0,2.0,1.0,1.0,1.0,31,3,5,1
477,1.0,1.0,2.0,1.0,1.0,1.0,22,4,30,2
478,1.0,1.0,2.0,1.0,1.0,1.0,18,3,44,2
479,1.0,1.0,2.0,1.0,1.0,1.0,30,2,5,1
480,2.0,2.0,2.0,1.0,1.0,1.0,20,2,13,1
481,1.0,1.0,1.0,1.0,1.0,1.0,32,3,30,1
482,1.0,1.0,2.0,1.0,1.0,2.0,18,4,28,2
483,1.0,1.0,1.0,1.0,2.0,2.0,33,3,14,2
484,2.0,2.0,2.0,1.0,1.0,1.0,18,1,20,1
485,1.0,1.0,1.0,1.0,1.0,1.0,19,2,37,2
486,1.0,1.0,1.0,1.0,1.0,1.0,22,1,25,2
487,1.0,1.0,2.0,1.0,1.0,1.0,34,2,49,2
488,2.0,2.0,1.0,2.0,2.0,2.0,20,2,35,1
489,1.0,1.0,1.0,2.0,1.0,1.0,34,3,46,2
490,2.0,1.0,2.0,1.0,1.0,1.0,26,2,5,2
491,1.0,1.0,1.0,1.0,1.0,1.0,51,2,42,2
492,2.0,2.0,2.0,1.0,1.0,1.0,52,1,18,2
493,1.0,2.0,2.0,1.0,1.0,2.0,53,3,5,1
494,1.0,1.0,2.0,1.0,1.0,1.0,51,2,4,1
495,1.0,1.0,1.0,1.0,1.0,2.0,22,2,4,2
496,1.0,1.0,1.0,2.0,1.0,1.0,38,2,4,1
497,1.0,1.0,2.0,1.0,1.0,1.0,46,2,35,2
498,1.0,1.0,2.0,1.0,1.0,1.0,35,2,35,1
499,1.0,2.0,2.0,1.0,1.0,1.0,20,1,13,2
500,1.0,1.0,1.0,1.0,1.0,1.0,21,1,15,2
501,1.0,1.0,2.0,1.0,1.0,1.0,19,3,32,2
502,1.0,1.0,2.0,1.0,1.0,1.0,39,2,22,2
503,1.0,1.0,2.0,1.0,1.0,1.0,45,1,22,2
504,1.0,1.0,2.0,1.0,1.0,2.0,48,2,35,2
505,1.0,1.0,2.0,1.0,1.0,1.0,28,3,49,2
506,1.0,1.0,1.0,1.0,1.0,2.0,31,2,4,1
507,1.0,1.0,1.0,2.0,1.0,1.0,46,2,32,1
508,1.0,1.0,1.0,2.0,1.0,1.0,36,3,13,2
509,1.0,1.0,2.0,1.0,1.0,2.0,52,2,22,2
510,1.0,2.0,2.0,1.0,1.0,2.0,20,1,35,2
511,1.0,1.0,1.0,1.0,1.0,1.0,35,2,2,1
512,1.0,1.0,1.0,1.0,1.0,1.0,31,2,4,1
513,1.0,1.0,2.0,1.0,1.0,1.0,39,2,9,2
514,1.0,2.0,2.0,1.0,1.0,1.0,53,3,4,2
515,1.0,1.0,2.0,1.0,1.0,1.0,49,2,33,2
516,1.0,1.0,2.0,1.0,1.0,1.0,46,3,33,2
517,2.0,1.0,2.0,1.0,2.0,1.0,31,1,2,2
518,1.0,1.0,2.0,1.0,1.0,1.0,27,2,9,2
519,1.0,1.0,2.0,1.0,1.0,1.0,33,3,28,2
520,1.0,1.0,1.0,1.0,1.0,1.0,22,2,23,2
521,1.0,1.0,1.0,1.0,1.0,1.0,43,3,43,2
522,1.0,1.0,2.0,1.0,1.0,1.0,38,3,9,2
523,1.0,1.0,1.0,1.0,1.0,1.0,26,2,9,1
524,1.0,2.0,2.0,1.0,1.0,1.0,53,2,4,2
525,1.0,2.0,2.0,2.0,1.0,1.0,54,2,5,2
526,2.0,1.0,2.0,1.0,1.0,1.0,55,3,10,2
527,1.0,1.0,1.0,1.0,1.0,1.0,36,3,5,2
528,1.0,1.0,2.0,1.0,1.0,1.0,36,3,5,2
529,1.0,1.0,2.0,1.0,1.0,1.0,18,2,20,1
530,1.0,1.0,1.0,2.0,1.0,1.0,29,3,5,2
531,1.0,1.0,1.0,1.0,1.0,2.0,45,2,37,2
532,1.0,1.0,2.0,1.0,1.0,1.0,25,3,9,2
533,1.0,1.0,1.0,1.0,1.0,1.0,24,2,4,2
534,1.0,1.0,1.0,1.0,1.0,1.0,33,4,4,2
535,1.0,1.0,2.0,1.0,1.0,1.0,35,3,9,2
536,2.0,2.0,2.0,1.0,2.0,2.0,24,1,33,2
537,2.0,2.0,1.0,1.0,1.0,1.0,34,3,21,1
538,1.0,2.0,2.0,1.0,1.0,1.0,25,2,4,2
539,2.0,2.0,2.0,1.0,1.0,2.0,32,3,28,2
540,2.0,2.0,2.0,1.0,1.0,1.0,51,1,5,2
541,1.0,1.0,2.0,1.0,1.0,1.0,47,2,28,2
542,1.0,1.0,1.0,1.0,1.0,1.0,32,3,32,1
543,1.0,1.0,2.0,1.0,1.0,1.0,55,3,4,2
544,1.0,1.0,1.0,1.0,1.0,1.0,30,2,4,2
545,1.0,1.0,2.0,1.0,1.0,1.0,47,3,4,2
546,2.0,2.0,1.0,1.0,1.0,1.0,33,2,38,1
547,1.0,1.0,2.0,1.0,1.0,1.0,54,2,44,2
548,1.0,1.0,2.0,1.0,1.0,1.0,50,3,4,2
549,1.0,1.0,1.0,1.0,1.0,1.0,18,2,4,1
550,1.0,1.0,2.0,1.0,1.0,1.0,45,1,4,2
551,1.0,1.0,1.0,1.0,1.0,1.0,25,1,47,2
552,1.0,1.0,2.0,1.0,1.0,1.0,21,2,25,1
553,1.0,1.0,2.0,1.0,1.0,1.0,21,2,21,1
554,1.0,1.0,2.0,1.0,1.0,1.0,49,3,5,2
555,1.0,1.0,2.0,1.0,1.0,1.0,28,3,28,2
556,1.0,2.0,2.0,1.0,1.0,1.0,55,3,4,2
557,1.0,1.0,2.0,1.0,1.0,2.0,23,1,37,1
558,2.0,2.0,1.0,1.0,1.0,1.0,31,3,4,2
559,1.0,1.0,1.0,1.0,1.0,1.0,22,3,15,1
560,1.0,1.0,2.0,1.0,1.0,1.0,21,3,4,1
561,1.0,1.0,1.0,1.0,1.0,1.0,40,3,33,2
562,2.0,2.0,1.0,2.0,1.0,1.0,35,2,20,2
563,1.0,1.0,1.0,1.0,1.0,1.0,34,2,35,2
564,2.0,1.0,1.0,1.0,1.0,1.0,20,2,21,1
565,1.0,1.0,1.0,1.0,1.0,1.0,48,3,32,1
566,1.0,2.0,2.0,1.0,1.0,2.0,45,2,38,1
567,2.0,2.0,2.0,1.0,1.0,1.0,28,3,40,2
568,1.0,1.0,1.0,1.0,1.0,1.0,32,2,28,2
569,1.0,1.0,1.0,1.0,1.0,1.0,26,2,33,1
570,1.0,1.0,2.0,1.0,1.0,1.0,29,1,27,2
571,1.0,1.0,2.0,1.0,1.0,1.0,50,1,33,2
572,1.0,1.0,2.0,1.0,1.0,1.0,37,2,9,2
573,1.0,1.0,1.0,1.0,1.0,1.0,37,1,37,1
574,2.0,2.0,2.0,1.0,1.0,1.0,40,2,33,2
575,1.0,1.0,2.0,1.0,1.0,1.0,40,2,30,2
576,1.0,1.0,1.0,1.0,1.0,1.0,55,1,21,2
577,1.0,1.0,2.0,1.0,1.0,1.0,36,1,10,1
578,2.0,1.0,2.0,1.0,2.0,2.0,29,3,43,2
579,1.0,2.0,2.0,1.0,1.0,1.0,54,2,9,2
580,1.0,1.0,1.0,1.0,1.0,1.0,44,2,30,2
581,2.0,2.0,2.0,1.0,2.0,2.0,55,3,32,2
582,1.0,1.0,1.0,1.0,1.0,1.0,28,2,10,1
583,1.0,1.0,2.0,1.0,1.0,1.0,23,2,35,2
584,1.0,1.0,1.0,1.0,1.0,1.0,41,1,5,1
585,1.0,1.0,1.0,1.0,1.0,1.0,25,3,20,2
586,1.0,1.0,2.0,1.0,1.0,2.0,46,1,42,1
587,1.0,1.0,1.0,1.0,1.0,1.0,26,2,4,2
588,1.0,1.0,2.0,1.0,1.0,1.0,31,3,33,2
589,1.0,1.0,2.0,1.0,1.0,1.0,50,2,10,1
590,2.0,2.0,2.0,1.0,1.0,1.0,45,2,9,2
591,1.0,1.0,2.0,1.0,1.0,1.0,24,2,33,2
592,2.0,2.0,2.0,1.0,1.0,1.0,31,3,32,2
593,1.0,2.0,2.0,2.0,2.0,1.0,27,3,4,1
594,1.0,1.0,1.0,2.0,2.0,2.0,45,1,37,1
595,1.0,1.0,2.0,1.0,1.0,1.0,20,3,22,2
596,1.0,1.0,1.0,1.0,1.0,1.0,43,1,22,1
597,1.0,2.0,2.0,1.0,2.0,2.0,41,2,35,2
598,1.0,2.0,2.0,1.0,1.0,1.0,19,2,17,2
599,1.0,1.0,2.0,1.0,2.0,2.0,41,1,49,2
600,2.0,2.0,2.0,1.0,2.0,2.0,50,2,13,1
601,1.0,1.0,2.0,1.0,1.0,1.0,50,2,21,2
602,1.0,1.0,2.0,2.0,1.0,1.0,46,1,10,2
603,2.0,2.0,2.0,1.0,1.0,1.0,30,3,13,2
604,1.0,1.0,1.0,1.0,1.0,1.0,24,2,49,2
605,2.0,2.0,2.0,1.0,1.0,1.0,37,1,36,2
606,1.0,1.0,2.0,1.0,1.0,1.0,51,1,49,2
607,2.0,2.0,2.0,2.0,1.0,2.0,53,3,6,2
608,2.0,2.0,2.0,2.0,1.0,1.0,33,3,6,2
609,1.0,1.0,2.0,1.0,1.0,1.0,33,2,32,2
610,1.0,1.0,2.0,1.0,1.0,1.0,55,1,9,2
611,1.0,1.0,1.0,1.0,1.0,1.0,54,1,36,2
612,1.0,2.0,2.0,1.0,1.0,1.0,36,2,4,2
613,1.0,1.0,2.0,1.0,1.0,1.0,18,1,32,2
614,1.0,2.0,2.0,1.0,1.0,1.0,50,2,35,2
615,1.0,1.0,2.0,2.0,1.0,1.0,26,3,43,2
616,1.0,1.0,1.0,1.0,1.0,1.0,21,1,43,1
617,1.0,1.0,1.0,1.0,1.0,1.0,20,2,32,2
618,1.0,1.0,1.0,1.0,1.0,2.0,32,3,43,1
619,1.0,1.0,2.0,1.0,1.0,1.0,49,1,0,2
620,1.0,1.0,1.0,1.0,1.0,1.0,20,2,9,1
621,1.0,2.0,2.0,1.0,1.0,1.0,53,3,40,2
622,1.0,2.0,1.0,1.0,1.0,1.0,21,2,18,1
623,1.0,1.0,2.0,1.0,1.0,1.0,28,3,20,2
624,1.0,1.0,2.0,1.0,1.0,1.0,55,2,46,1
625,1.0,1.0,2.0,1.0,1.0,1.0,19,2,4,2
626,1.0,1.0,1.0,1.0,1.0,1.0,21,2,13,2
627,1.0,1.0,2.0,1.0,1.0,2.0,42,2,21,1
628,1.0,1.0,2.0,1.0,1.0,1.0,54,3,36,1
629,1.0,1.0,2.0,1.0,1.0,1.0,41,1,6,2
630,1.0,1.0,1.0,1.0,1.0,1.0,18,3,22,2
631,2.0,2.0,2.0,2.0,2.0,2.0,20,3,32,1
632,1.0,1.0,2.0,1.0,1.0,1.0,50,1,33,1
633,1.0,1.0,2.0,1.0,2.0,2.0,46,3,9,1
634,1.0,1.0,2.0,1.0,1.0,1.0,44,2,32,2
635,2.0,2.0,2.0,1.0,1.0,2.0,47,2,32,2
636,1.0,1.0,1.0,2.0,1.0,2.0,20,3,0,2
637,1.0,1.0,2.0,2.0,2.0,1.0,26,3,6,2
638,1.0,1.0,1.0,1.0,1.0,1.0,52,2,33,1
639,2.0,2.0,2.0,1.0,1.0,2.0,21,3,9,2
640,2.0,2.0,1.0,1.0,1.0,2.0,34,2,13,1
641,1.0,1.0,1.0,1.0,1.0,1.0,39,3,20,1
642,1.0,1.0,2.0,1.0,1.0,1.0,29,1,32,2
643,1.0,1.0,2.0,1.0,1.0,2.0,31,2,30,2
644,1.0,1.0,1.0,1.0,1.0,1.0,21,2,17,1
645,1.0,1.0,1.0,1.0,1.0,1.0,48,2,30,2
646,1.0,1.0,2.0,1.0,1.0,1.0,31,3,0,1
647,1.0,1.0,2.0,1.0,2.0,1.0,27,2,9,1
648,2.0,2.0,2.0,1.0,1.0,1.0,19,3,35,2
649,2.0,2.0,2.0,1.0,1.0,1.0,32,2,4,1
650,1.0,1.0,2.0,1.0,1.0,1.0,34,2,33,1
651,1.0,1.0,2.0,1.0,1.0,2.0,50,2,38,2
652,1.0,1.0,2.0,1.0,1.0,1.0,52,2,38,2
653,2.0,1.0,1.0,1.0,1.0,2.0,43,1,33,1
654,1.0,1.0,1.0,1.0,1.0,1.0,36,2,38,1
655,1.0,1.0,2.0,1.0,1.0,2.0,47,1,27,1
656,1.0,1.0,2.0,1.0,1.0,1.0,21,1,43,2
657,1.0,1.0,2.0,1.0,1.0,2.0,41,3,38,2
658,1.0,1.0,1.0,1.0,1.0,1.0,34,2,32,2
659,1.0,1.0,1.0,1.0,1.0,2.0,40,2,13,1
660,1.0,1.0,2.0,1.0,1.0,1.0,33,1,32,2
661,1.0,1.0,1.0,1.0,1.0,1.0,41,2,16,1
662,2.0,1.0,2.0,1.0,1.0,1.0,20,3,29,1
663,1.0,2.0,2.0,1.0,1.0,1.0,55,3,32,2
664,2.0,1.0,2.0,1.0,2.0,1.0,21,2,32,1
665,1.0,1.0,1.0,1.0,1.0,1.0,35,2,38,2
666,1.0,1.0,1.0,1.0,1.0,1.0,21,3,32,2
667,1.0,1.0,2.0,1.0,1.0,1.0,18,2,13,2
668,1.0,1.0,1.0,1.0,1.0,1.0,22,2,40,2
669,1.0,1.0,2.0,1.0,1.0,1.0,39,2,30,1
670,1.0,1.0,2.0,1.0,1.0,1.0,48,2,6,2
671,1.0,1.0,2.0,1.0,2.0,2.0,54,1,22,1
672,1.0,1.0,1.0,1.0,1.0,1.0,40,1,35,1
673,1.0,1.0,1.0,1.0,1.0,1.0,36,2,36,1
674,1.0,1.0,2.0,1.0,1.0,1.0,42,3,32,1
675,1.0,1.0,2.0,1.0,1.0,1.0,19,2,35,1
676,2.0,2.0,2.0,1.0,1.0,1.0,32,2,21,2
677,1.0,1.0,1.0,1.0,1.0,1.0,23,1,9,1
678,1.0,1.0,1.0,1.0,1.0,1.0,31,3,43,1
679,2.0,2.0,2.0,1.0,1.0,2.0,35,2,32,2
680,2.0,2.0,2.0,1.0,1.0,1.0,51,3,5,1
681,1.0,1.0,2.0,1.0,1.0,1.0,24,2,14,1
682,1.0,1.0,2.0,1.0,1.0,1.0,22,2,32,2
683,1.0,1.0,2.0,1.0,1.0,1.0,35,1,29,1
684,1.0,2.0,2.0,1.0,1.0,1.0,18,1,21,2
685,1.0,2.0,2.0,1.0,1.0,2.0,35,1,10,1
686,1.0,1.0,2.0,1.0,1.0,1.0,41,1,38,2
687,1.0,1.0,2.0,1.0,2.0,2.0,30,2,38,2
688,1.0,2.0,2.0,1.0,1.0,1.0,24,2,21,2
689,1.0,1.0,1.0,1.0,1.0,1.0,24,2,33,1
690,1.0,1.0,1.0,1.0,1.0,2.0,36,1,2,1
691,1.0,1.0,2.0,1.0,1.0,1.0,51,3,33,1
692,1.0,1.0,1.0,1.0,1.0,1.0,47,2,43,1
693,1.0,1.0,2.0,1.0,1.0,1.0,55,2,33,1
694,1.0,1.0,1.0,1.0,1.0,1.0,55,1,38,1
695,1.0,1.0,1.0,1.0,1.0,1.0,22,2,28,1
696,1.0,1.0,1.0,2.0,1.0,1.0,40,3,42,1
697,1.0,1.0,1.0,1.0,1.0,1.0,22,3,32,1
698,1.0,1.0,1.0,1.0,1.0,1.0,21,3,3,2
699,1.0,1.0,1.0,1.0,1.0,1.0,34,1,25,1
700,1.0,1.0,2.0,1.0,1.0,1.0,33,3,25,1
701,1.0,1.0,2.0,1.0,1.0,1.0,19,2,46,2
702,1.0,1.0,2.0,1.0,1.0,2.0,48,2,38,1
703,2.0,2.0,2.0,1.0,1.0,1.0,32,3,4,1
704,1.0,1.0,2.0,1.0,1.0,1.0,23,2,24,1
705,1.0,1.0,2.0,1.0,1.0,1.0,20,2,30,2
706,1.0,1.0,1.0,1.0,1.0,1.0,53,1,6,2
707,1.0,1.0,2.0,1.0,1.0,1.0,30,1,45,2
708,1.0,1.0,1.0,1.0,1.0,1.0,35,2,29,1
709,1.0,2.0,2.0,1.0,1.0,1.0,42,2,22,1
710,1.0,1.0,2.0,2.0,1.0,1.0,24,3,5,2
711,1.0,1.0,1.0,1.0,1.0,2.0,19,2,3,2
712,2.0,2.0,2.0,1.0,1.0,2.0,47,1,35,1
713,1.0,1.0,1.0,1.0,1.0,1.0,32,3,9,1
714,2.0,2.0,2.0,1.0,1.0,1.0,21,3,38,2
715,1.0,1.0,1.0,2.0,1.0,1.0,32,1,35,1
716,1.0,1.0,2.0,1.0,1.0,2.0,54,2,14,1
717,1.0,1.0,1.0,1.0,1.0,1.0,31,2,32,2
718,2.0,2.0,2.0,1.0,1.0,1.0,46,3,2,1
719,2.0,1.0,2.0,1.0,1.0,1.0,19,1,40,1
720,2.0,2.0,2.0,1.0,2.0,2.0,43,3,15,1
721,1.0,1.0,1.0,1.0,1.0,1.0,54,2,32,1
722,1.0,1.0,1.0,1.0,1.0,1.0,55,3,9,1
723,1.0,1.0,1.0,1.0,1.0,1.0,31,2,32,1
724,1.0,1.0,2.0,2.0,2.0,1.0,19,2,32,1
725,1.0,1.0,2.0,1.0,1.0,2.0,28,2,27,1
726,1.0,1.0,2.0,2.0,1.0,1.0,19,2,30,1
727,1.0,1.0,1.0,1.0,1.0,2.0,44,1,33,1
728,1.0,1.0,1.0,1.0,1.0,1.0,23,3,32,1
729,1.0,1.0,2.0,1.0,1.0,1.0,47,2,6,2
730,1.0,1.0,2.0,1.0,1.0,1.0,47,2,39,2
731,1.0,2.0,1.0,1.0,1.0,1.0,22,2,20,2
732,1.0,1.0,2.0,1.0,1.0,2.0,20,3,40,1
733,2.0,1.0,1.0,1.0,1.0,1.0,39,3,46,1
734,1.0,1.0,2.0,1.0,1.0,1.0,46,2,5,1
735,2.0,2.0,2.0,1.0,1.0,1.0,22,3,46,2
736,1.0,1.0,1.0,1.0,1.0,1.0,54,2,3,1
737,1.0,1.0,1.0,1.0,1.0,1.0,31,2,9,1
738,2.0,1.0,2.0,1.0,1.0,1.0,40,2,33,1
739,1.0,2.0,2.0,1.0,1.0,2.0,21,1,10,1
740,1.0,1.0,2.0,1.0,1.0,1.0,50,3,38,2
741,1.0,1.0,2.0,1.0,1.0,1.0,37,2,10,1
742,1.0,1.0,1.0,1.0,1.0,1.0,44,2,10,1
743,1.0,1.0,2.0,2.0,1.0,1.0,43,3,32,1
744,2.0,2.0,2.0,2.0,2.0,2.0,47,3,25,1
745,1.0,2.0,2.0,1.0,2.0,2.0,22,2,43,1
746,1.0,1.0,2.0,1.0,1.0,1.0,43,1,35,1
747,1.0,1.0,2.0,1.0,1.0,1.0,25,2,0,1
748,1.0,1.0,1.0,1.0,1.0,1.0,18,3,23,2
749,2.0,2.0,2.0,1.0,1.0,1.0,36,1,30,1
750,1.0,1.0,1.0,1.0,1.0,1.0,22,3,21,2
751,1.0,1.0,2.0,1.0,1.0,1.0,35,2,38,2
752,1.0,1.0,2.0,1.0,1.0,1.0,52,2,33,1
753,1.0,1.0,1.0,1.0,1.0,1.0,25,2,42,1
754,1.0,2.0,2.0,1.0,1.0,1.0,52,2,44,1
755,1.0,1.0,1.0,1.0,1.0,1.0,21,1,32,2
756,1.0,1.0,1.0,1.0,1.0,1.0,47,3,27,1
757,1.0,1.0,1.0,1.0,1.0,1.0,46,2,32,1
758,1.0,1.0,1.0,1.0,1.0,2.0,49,2,32,1
759,1.0,1.0,2.0,1.0,1.0,1.0,45,1,38,2
760,1.0,1.0,1.0,1.0,1.0,2.0,49,2,32,1
761,1.0,1.0,1.0,1.0,1.0,2.0,55,2,32,1
762,1.0,1.0,2.0,1.0,1.0,1.0,22,1,22,2
763,1.0,1.0,1.0,1.0,1.0,1.0,18,2,23,2
764,1.0,1.0,2.0,1.0,1.0,1.0,49,2,6,1
765,1.0,1.0,1.0,1.0,1.0,1.0,49,1,41,1
766,1.0,1.0,1.0,1.0,1.0,1.0,22,2,4,2
767,1.0,1.0,2.0,1.0,1.0,1.0,45,2,43,1
768,1.0,1.0,2.0,1.0,1.0,2.0,18,4,2,1
769,1.0,1.0,2.0,1.0,1.0,1.0,22,2,9,2
770,1.0,1.0,1.0,1.0,1.0,2.0,54,1,35,1
771,1.0,1.0,2.0,1.0,1.0,2.0,43,3,24,1
772,2.0,2.0,2.0,1.0,1.0,1.0,28,2,38,2
773,1.0,1.0,1.0,1.0,1.0,1.0,55,2,30,2
774,1.0,1.0,2.0,1.0,1.0,1.0,52,2,21,2
775,1.0,1.0,1.0,1.0,1.0,2.0,52,2,22,1
776,2.0,2.0,2.0,1.0,1.0,1.0,24,1,38,2
777,1.0,1.0,2.0,1.0,1.0,1.0,28,3,21,2
778,1.0,1.0,1.0,1.0,1.0,1.0,40,3,4,1
779,1.0,1.0,1.0,1.0,1.0,1.0,22,3,38,1
780,1.0,1.0,2.0,1.0,1.0,1.0,25,3,20,1
781,2.0,2.0,2.0,1.0,1.0,1.0,52,3,32,2
782,1.0,1.0,1.0,1.0,1.0,1.0,55,2,32,1
783,1.0,1.0,1.0,1.0,1.0,1.0,30,1,32,2
784,1.0,1.0,1.0,1.0,1.0,1.0,18,2,33,2
785,1.0,1.0,1.0,1.0,1.0,1.0,38,1,35,1
786,2.0,2.0,2.0,1.0,1.0,2.0,42,2,22,1
787,1.0,1.0,1.0,1.0,1.0,1.0,28,2,10,1
788,1.0,1.0,1.0,1.0,1.0,1.0,22,3,4,2
789,1.0,1.0,1.0,1.0,1.0,1.0,28,4,30,2
790,1.0,1.0,2.0,1.0,1.0,1.0,19,2,30,1
791,1.0,2.0,2.0,1.0,1.0,1.0,34,1,21,2
792,1.0,1.0,1.0,1.0,1.0,1.0,45,2,35,1
793,1.0,1.0,1.0,1.0,1.0,1.0,21,2,9,2
794,2.0,1.0,2.0,1.0,1.0,1.0,33,3,21,2
795,1.0,1.0,2.0,1.0,1.0,1.0,35,2,21,2
796,2.0,2.0,2.0,1.0,1.0,1.0,49,2,25,1
797,1.0,1.0,2.0,1.0,1.0,1.0,41,1,38,2
798,2.0,2.0,2.0,1.0,1.0,1.0,53,3,30,2
799,1.0,1.0,2.0,2.0,1.0,1.0,41,2,49,1
800,1.0,1.0,2.0,1.0,1.0,1.0,53,1,38,1
801,1.0,1.0,2.0,1.0,1.0,1.0,31,3,30,2
802,2.0,2.0,2.0,1.0,1.0,2.0,20,3,43,2
803,1.0,1.0,1.0,1.0,1.0,1.0,22,2,32,2
804,1.0,1.0,2.0,1.0,1.0,1.0,18,3,32,1
805,2.0,2.0,2.0,1.0,1.0,1.0,34,3,20,1
