,ADD_LIKE_BINARY_1,ADD_LIKE_BINARY_2,ADD_LIKE_BINARY_3,ADD_LIKE_BINARY_4,ADD_LIKE_BINARY_5,ADD_LIKE_BINARY_6,AGE,LIVING,STATE,GENDER
806,2.0,2.0,2.0,1.0,1.0,2.0,51,2,38,2
807,1.0,1.0,2.0,1.0,1.0,1.0,46,1,4,1
808,1.0,1.0,1.0,1.0,1.0,1.0,55,3,32,1
809,2.0,2.0,2.0,1.0,1.0,1.0,24,2,9,1
810,1.0,1.0,2.0,1.0,1.0,2.0,47,3,43,1
811,1.0,1.0,1.0,1.0,1.0,1.0,21,4,19,2
812,1.0,1.0,1.0,1.0,1.0,1.0,38,2,44,1
813,1.0,1.0,1.0,1.0,1.0,1.0,44,2,30,1
814,1.0,1.0,2.0,1.0,1.0,1.0,21,2,46,1
815,1.0,1.0,2.0,1.0,1.0,1.0,27,2,38,2
816,2.0,2.0,1.0,1.0,1.0,1.0,18,2,30,2
817,1.0,1.0,1.0,1.0,1.0,1.0,37,3,20,1
818,1.0,1.0,1.0,1.0,1.0,1.0,23,3,13,1
819,1.0,1.0,1.0,1.0,1.0,1.0,30,2,16,1
820,2.0,2.0,2.0,1.0,1.0,1.0,41,2,38,1
821,1.0,1.0,1.0,1.0,1.0,1.0,22,2,9,2
822,2.0,2.0,2.0,1.0,1.0,1.0,29,1,38,1
823,1.0,2.0,1.0,1.0,1.0,1.0,54,2,4,1
824,1.0,1.0,1.0,2.0,2.0,1.0,29,3,13,1
825,1.0,1.0,1.0,1.0,1.0,1.0,54,1,32,1
826,1.0,1.0,1.0,2.0,2.0,2.0,19,2,32,2
827,1.0,2.0,2.0,1.0,1.0,1.0,23,3,28,2
828,1.0,1.0,1.0,1.0,1.0,1.0,36,1,22,1
829,2.0,2.0,2.0,2.0,1.0,1.0,27,2,46,1
830,1.0,1.0,1.0,1.0,1.0,1.0,49,3,32,1
831,1.0,1.0,1.0,1.0,1.0,1.0,18,2,16,2
832,1.0,1.0,2.0,1.0,1.0,1.0,21,2,32,2
833,1.0,1.0,1.0,1.0,1.0,1.0,33,1,30,1
834,1.0,1.0,2.0,1.0,1.0,1.0,45,2,38,2
835,1.0,1.0,1.0,1.0,1.0,1.0,21,1,10,2
836,2.0,2.0,2.0,1.0,1.0,1.0,33,3,38,1
837,2.0,2.0,1.0,1.0,2.0,1.0,39,4,9,1
838,1.0,1.0,1.0,1.0,1.0,1.0,28,1,33,1
839,1.0,1.0,1.0,1.0,1.0,1.0,49,2,30,2
840,1.0,1.0,1.0,1.0,1.0,1.0,25,3,23,1
841,1.0,2.0,1.0,2.0,1.0,1.0,30,2,23,1
842,1.0,1.0,1.0,1.0,1.0,1.0,22,2,43,2
843,2.0,2.0,2.0,1.0,1.0,1.0,46,2,6,2
844,2.0,2.0,2.0,1.0,1.0,2.0,22,3,32,2
845,1.0,1.0,2.0,1.0,1.0,2.0,35,3,42,1
846,1.0,1.0,1.0,1.0,1.0,1.0,44,3,6,1
847,1.0,1.0,2.0,1.0,1.0,1.0,21,4,15,2
848,1.0,1.0,1.0,1.0,1.0,1.0,31,3,32,1
849,1.0,1.0,2.0,1.0,2.0,2.0,20,1,0,2
850,1.0,2.0,2.0,2.0,2.0,2.0,33,3,4,1
851,1.0,1.0,1.0,1.0,1.0,1.0,36,3,35,1
852,1.0,1.0,2.0,1.0,1.0,1.0,48,1,29,2
853,1.0,1.0,1.0,1.0,1.0,1.0,41,1,32,2
854,1.0,1.0,2.0,1.0,1.0,1.0,27,2,38,2
855,1.0,1.0,2.0,1.0,1.0,1.0,29,3,46,1
856,1.0,1.0,2.0,1.0,1.0,2.0,19,2,9,1
857,2.0,2.0,2.0,1.0,1.0,1.0,40,2,22,1
858,1.0,1.0,1.0,1.0,1.0,1.0,18,2,0,2
859,1.0,1.0,1.0,1.0,1.0,1.0,55,1,31,1
860,2.0,1.0,2.0,1.0,1.0,1.0,51,2,6,1
861,1.0,1.0,1.0,1.0,1.0,1.0,43,3,47,1
862,2.0,2.0,2.0,2.0,2.0,2.0,35,3,2,1
863,1.0,1.0,2.0,1.0,1.0,1.0,49,3,37,1
864,1.0,1.0,1.0,1.0,1.0,1.0,26,3,35,1
865,2.0,2.0,2.0,1.0,1.0,1.0,52,3,35,1
866,1.0,1.0,2.0,1.0,1.0,1.0,29,1,38,2
867,1.0,1.0,2.0,1.0,1.0,1.0,34,2,33,1
868,1.0,1.0,1.0,1.0,2.0,2.0,22,2,32,2
869,1.0,1.0,2.0,1.0,1.0,1.0,20,3,4,1
870,1.0,1.0,1.0,1.0,1.0,1.0,53,2,4,1
871,1.0,1.0,1.0,1.0,1.0,1.0,21,2,6,1
872,1.0,1.0,2.0,1.0,1.0,1.0,55,3,23,1
873,1.0,1.0,2.0,1.0,1.0,1.0,25,3,18,1
874,1.0,1.0,1.0,1.0,1.0,1.0,18,2,38,2
875,1.0,1.0,2.0,2.0,1.0,1.0,33,4,18,1
876,1.0,1.0,1.0,2.0,1.0,1.0,30,3,43,1
877,2.0,2.0,2.0,2.0,1.0,2.0,45,2,2,1
878,2.0,2.0,2.0,1.0,1.0,1.0,26,4,9,1
879,1.0,1.0,1.0,2.0,1.0,1.0,20,3,46,1
880,2.0,1.0,2.0,1.0,1.0,2.0,47,1,41,1
881,1.0,1.0,2.0,1.0,1.0,1.0,45,2,1,1
882,1.0,1.0,1.0,1.0,1.0,1.0,42,2,38,1
883,1.0,2.0,2.0,1.0,1.0,1.0,19,2,43,2
884,1.0,1.0,1.0,1.0,1.0,2.0,38,2,25,1
885,1.0,1.0,1.0,1.0,1.0,1.0,43,2,4,1
886,2.0,2.0,2.0,1.0,1.0,1.0,20,2,9,2
887,1.0,1.0,2.0,1.0,1.0,1.0,47,2,37,1
888,1.0,2.0,2.0,1.0,1.0,1.0,21,1,23,2
889,1.0,1.0,2.0,1.0,1.0,1.0,31,4,32,2
890,2.0,2.0,2.0,1.0,1.0,1.0,28,1,37,1
891,1.0,1.0,1.0,1.0,1.0,1.0,19,1,3,2
892,1.0,2.0,1.0,1.0,1.0,1.0,28,2,30,2
893,1.0,1.0,2.0,1.0,1.0,1.0,36,1,22,1
894,1.0,1.0,1.0,1.0,1.0,1.0,18,3,32,2
895,1.0,1.0,1.0,1.0,1.0,2.0,21,2,33,2
896,1.0,1.0,2.0,1.0,1.0,1.0,20,3,4,2
897,2.0,2.0,2.0,1.0,1.0,1.0,22,2,43,2
898,1.0,1.0,2.0,1.0,1.0,1.0,54,2,21,1
899,2.0,2.0,2.0,1.0,1.0,1.0,18,2,28,2
900,1.0,1.0,1.0,1.0,1.0,1.0,23,4,25,2
901,2.0,2.0,2.0,1.0,1.0,1.0,23,3,40,1
902,1.0,2.0,2.0,1.0,1.0,1.0,21,3,4,1
903,1.0,2.0,2.0,1.0,1.0,1.0,35,1,38,2
904,1.0,1.0,2.0,1.0,1.0,1.0,18,2,43,2
905,1.0,1.0,2.0,1.0,1.0,1.0,18,2,46,1
906,1.0,2.0,2.0,2.0,1.0,1.0,53,2,4,1
907,1.0,2.0,2.0,1.0,1.0,1.0,37,2,38,1
908,1.0,1.0,1.0,1.0,1.0,1.0,20,2,9,2
909,1.0,1.0,2.0,1.0,1.0,2.0,49,2,14,1
910,1.0,1.0,2.0,1.0,1.0,1.0,20,4,47,2
911,2.0,1.0,2.0,1.0,1.0,1.0,23,3,4,1
912,1.0,1.0,1.0,1.0,1.0,1.0,47,1,38,1
913,1.0,1.0,2.0,1.0,1.0,1.0,20,1,14,2
914,1.0,1.0,2.0,1.0,1.0,2.0,18,3,42,2
915,1.0,1.0,1.0,1.0,1.0,1.0,21,2,46,2
916,1.0,1.0,2.0,1.0,1.0,2.0,37,3,32,1
917,1.0,1.0,2.0,1.0,1.0,1.0,18,2,3,2
918,1.0,1.0,2.0,2.0,2.0,2.0,54,1,5,1
919,1.0,1.0,1.0,1.0,1.0,1.0,28,2,32,1
920,2.0,2.0,1.0,1.0,1.0,1.0,23,3,4,1
921,1.0,1.0,1.0,1.0,1.0,1.0,34,2,35,1
922,1.0,1.0,1.0,1.0,1.0,1.0,34,2,4,1
923,1.0,1.0,2.0,1.0,1.0,1.0,20,2,4,2
924,1.0,1.0,2.0,1.0,1.0,1.0,32,2,9,1
925,2.0,2.0,2.0,1.0,1.0,1.0,25,2,38,2
926,1.0,2.0,1.0,1.0,1.0,1.0,22,2,4,2
927,1.0,2.0,1.0,1.0,1.0,2.0,31,3,30,1
928,1.0,1.0,1.0,1.0,1.0,1.0,31,2,32,2
929,1.0,1.0,1.0,1.0,2.0,1.0,20,4,48,2
930,1.0,1.0,2.0,1.0,1.0,1.0,32,1,32,1
931,1.0,1.0,2.0,1.0,1.0,1.0,18,2,46,1
932,1.0,2.0,2.0,2.0,2.0,1.0,19,1,39,1
933,1.0,2.0,1.0,1.0,1.0,1.0,18,2,30,2
934,1.0,2.0,2.0,1.0,1.0,1.0,54,2,2,1
935,2.0,1.0,2.0,1.0,2.0,2.0,39,1,4,1
936,2.0,2.0,1.0,1.0,1.0,1.0,29,3,32,2
937,1.0,1.0,1.0,1.0,1.0,1.0,35,3,21,1
938,1.0,1.0,1.0,1.0,1.0,1.0,22,2,21,2
939,1.0,1.0,1.0,1.0,1.0,1.0,19,3,2,2
940,1.0,1.0,1.0,1.0,1.0,1.0,34,2,21,1
941,2.0,2.0,2.0,1.0,1.0,1.0,28,2,21,2
942,1.0,2.0,1.0,1.0,1.0,2.0,25,2,38,1
943,1.0,2.0,1.0,1.0,1.0,1.0,22,3,38,2
944,1.0,1.0,1.0,1.0,1.0,1.0,39,1,32,1
945,2.0,2.0,2.0,1.0,1.0,1.0,19,2,21,2
946,1.0,1.0,2.0,1.0,1.0,1.0,20,2,13,1
947,1.0,2.0,2.0,1.0,1.0,1.0,18,2,38,2
948,1.0,2.0,1.0,1.0,2.0,2.0,32,3,5,1
949,1.0,1.0,1.0,1.0,1.0,1.0,48,1,32,2
950,1.0,1.0,2.0,1.0,1.0,1.0,40,3,32,1
951,1.0,1.0,1.0,1.0,1.0,1.0,19,3,20,2
952,1.0,1.0,2.0,1.0,1.0,1.0,55,2,14,1
953,1.0,1.0,1.0,1.0,1.0,1.0,54,2,11,1
954,1.0,1.0,1.0,1.0,1.0,2.0,38,4,26,1
955,1.0,1.0,1.0,2.0,1.0,1.0,19,3,4,2
956,1.0,1.0,2.0,1.0,1.0,1.0,31,2,13,2
957,1.0,1.0,2.0,1.0,1.0,1.0,28,3,35,2
958,1.0,1.0,1.0,1.0,1.0,1.0,37,2,32,1
959,1.0,1.0,1.0,1.0,1.0,1.0,21,3,46,2
960,2.0,2.0,2.0,1.0,1.0,2.0,18,1,46,1
961,2.0,1.0,2.0,1.0,1.0,1.0,45,3,32,1
962,1.0,1.0,1.0,1.0,1.0,1.0,55,3,4,1
963,2.0,2.0,1.0,1.0,1.0,1.0,50,1,35,2
964,1.0,2.0,2.0,1.0,2.0,2.0,30,1,23,2
965,2.0,1.0,2.0,2.0,1.0,1.0,18,1,21,1
966,1.0,1.0,2.0,1.0,1.0,2.0,33,2,35,2
967,1.0,2.0,1.0,1.0,1.0,1.0,23,2,30,1
968,1.0,1.0,1.0,1.0,1.0,2.0,22,2,22,1
969,1.0,1.0,2.0,1.0,1.0,1.0,42,1,25,2
970,1.0,1.0,2.0,1.0,1.0,2.0,49,2,2,1
971,2.0,1.0,2.0,1.0,2.0,1.0,30,2,35,1
972,2.0,1.0,2.0,1.0,1.0,1.0,46,3,22,2
973,1.0,1.0,2.0,1.0,1.0,1.0,25,2,13,1
974,2.0,2.0,2.0,1.0,1.0,1.0,18,2,30,2
975,2.0,1.0,2.0,1.0,1.0,1.0,21,3,13,2
976,1.0,1.0,2.0,1.0,1.0,1.0,43,3,49,2
977,1.0,1.0,1.0,1.0,1.0,1.0,40,3,4,1
978,2.0,2.0,1.0,1.0,2.0,1.0,25,2,43,1
979,2.0,1.0,2.0,1.0,1.0,1.0,20,2,30,1
980,2.0,1.0,2.0,1.0,1.0,2.0,21,1,35,2
981,2.0,1.0,2.0,2.0,1.0,1.0,23,2,4,1
982,2.0,2.0,2.0,1.0,1.0,1.0,53,2,14,2
983,1.0,1.0,1.0,1.0,1.0,1.0,19,3,32,1
984,1.0,1.0,1.0,1.0,1.0,1.0,51,2,38,1
985,1.0,1.0,2.0,1.0,1.0,1.0,31,1,35,2
986,1.0,1.0,1.0,2.0,1.0,1.0,21,3,32,1
987,1.0,1.0,2.0,1.0,1.0,1.0,30,2,21,1
988,1.0,1.0,2.0,1.0,1.0,1.0,47,1,49,2
989,1.0,1.0,2.0,1.0,1.0,1.0,32,1,22,2
990,1.0,1.0,2.0,1.0,1.0,1.0,24,3,21,1
991,1.0,1.0,1.0,1.0,1.0,1.0,48,1,49,2
992,1.0,1.0,1.0,1.0,1.0,1.0,29,2,22,2
993,1.0,1.0,2.0,1.0,1.0,1.0,50,1,35,2
994,1.0,1.0,2.0,1.0,1.0,1.0,32,2,16,2
995,1.0,1.0,2.0,1.0,1.0,1.0,38,2,13,2
996,1.0,1.0,2.0,1.0,1.0,1.0,36,2,23,2
997,1.0,2.0,2.0,1.0,1.0,1.0,40,1,47,1
998,1.0,2.0,2.0,1.0,1.0,1.0,38,3,15,2
999,1.0,1.0,2.0,1.0,1.0,1.0,21,2,13,2
1000,1.0,1.0,2.0,1.0,1.0,1.0,46,2,4,1
1001,1.0,1.0,1.0,1.0,1.0,1.0,24,2,23,1
1002,1.0,1.0,2.0,1.0,1.0,1.0,51,2,35,2
1003,1.0,1.0,1.0,1.0,1.0,1.0,39,3,4,1
1004,2.0,1.0,2.0,1.0,1.0,1.0,23,1,35,2
1005,1.0,1.0,2.0,1.0,1.0,1.0,41,1,22,2
1006,1.0,1.0,2.0,1.0,1.0,2.0,50,2,23,2
1007,1.0,1.0,1.0,1.0,1.0,1.0,42,2,27,2
1008,2.0,1.0,2.0,2.0,1.0,1.0,34,2,4,1
1009,1.0,1.0,2.0,1.0,1.0,1.0,36,1,16,2
1010,2.0,1.0,2.0,1.0,1.0,1.0,30,2,30,1
1011,2.0,1.0,1.0,2.0,1.0,1.0,20,2,43,1
1012,1.0,1.0,1.0,1.0,1.0,1.0,46,2,22,2
1013,1.0,1.0,1.0,1.0,1.0,1.0,26,3,5,1
1014,1.0,1.0,1.0,1.0,1.0,1.0,54,2,13,2
1015,2.0,2.0,2.0,1.0,1.0,1.0,41,2,22,2
1016,1.0,1.0,2.0,1.0,1.0,1.0,18,1,38,2
1017,1.0,1.0,2.0,1.0,1.0,1.0,52,1,23,2
1018,1.0,1.0,2.0,1.0,1.0,1.0,24,2,15,1
1019,2.0,2.0,2.0,1.0,1.0,1.0,21,2,22,2
1020,2.0,2.0,2.0,1.0,1.0,1.0,46,2,35,2
1021,1.0,2.0,2.0,1.0,1.0,1.0,38,2,49,2
1022,1.0,2.0,2.0,1.0,1.0,1.0,46,3,35,2
1023,2.0,2.0,2.0,1.0,1.0,1.0,21,2,25,2
1024,1.0,2.0,1.0,1.0,1.0,1.0,22,2,13,2
1025,1.0,2.0,1.0,1.0,1.0,1.0,35,2,32,1
1026,2.0,1.0,2.0,1.0,1.0,1.0,35,3,9,1
1027,1.0,1.0,2.0,1.0,1.0,1.0,40,1,25,2
1028,1.0,2.0,1.0,2.0,2.0,1.0,18,2,42,1
1029,1.0,1.0,2.0,1.0,1.0,1.0,30,2,29,1
1030,1.0,1.0,2.0,1.0,1.0,1.0,29,2,35,2
1031,1.0,1.0,1.0,1.0,1.0,1.0,18,1,38,2
1032,1.0,1.0,2.0,1.0,1.0,1.0,45,2,35,2
1033,1.0,1.0,2.0,1.0,1.0,1.0,24,1,14,1
1034,1.0,1.0,2.0,1.0,1.0,1.0,43,2,43,2
1035,2.0,2.0,1.0,1.0,1.0,1.0,21,2,49,1
1036,1.0,2.0,2.0,1.0,1.0,1.0,53,2,13,2
1037,2.0,2.0,2.0,1.0,1.0,1.0,19,2,12,1
1038,1.0,1.0,2.0,1.0,1.0,1.0,20,1,14,2
1039,1.0,1.0,2.0,1.0,1.0,1.0,33,3,32,1
1040,1.0,1.0,2.0,1.0,1.0,2.0,54,3,13,2
1041,1.0,1.0,1.0,1.0,1.0,1.0,35,3,13,2
1042,1.0,1.0,1.0,1.0,1.0,1.0,36,2,22,2
1043,2.0,1.0,2.0,1.0,1.0,1.0,32,3,4,1
1044,1.0,2.0,2.0,1.0,1.0,2.0,18,2,10,1
1045,2.0,2.0,1.0,2.0,1.0,2.0,25,3,4,1
1046,1.0,1.0,2.0,1.0,1.0,1.0,37,3,35,2
1047,2.0,1.0,2.0,1.0,1.0,1.0,20,2,38,2
1048,1.0,1.0,2.0,1.0,1.0,1.0,32,1,35,2
1049,1.0,1.0,1.0,1.0,1.0,1.0,20,2,32,1
1050,1.0,1.0,2.0,2.0,1.0,1.0,21,3,45,1
1051,2.0,2.0,2.0,1.0,1.0,2.0,35,3,13,2
1052,1.0,1.0,2.0,1.0,1.0,1.0,42,2,35,2
1053,1.0,1.0,2.0,1.0,1.0,1.0,31,3,32,1
1054,1.0,1.0,2.0,1.0,1.0,2.0,24,1,13,2
1055,1.0,1.0,1.0,1.0,1.0,1.0,42,2,35,2
1056,2.0,2.0,2.0,1.0,1.0,1.0,21,1,49,2
1057,1.0,1.0,2.0,1.0,1.0,1.0,44,1,35,2
1058,1.0,2.0,2.0,1.0,2.0,1.0,33,3,22,2
1059,1.0,1.0,2.0,1.0,1.0,1.0,20,2,28,2
1060,1.0,2.0,2.0,1.0,1.0,1.0,20,2,4,2
1061,2.0,1.0,2.0,1.0,1.0,1.0,31,3,35,1
1062,1.0,1.0,2.0,1.0,1.0,2.0,22,3,30,2
1063,2.0,2.0,1.0,1.0,2.0,1.0,21,2,12,1
1064,1.0,1.0,2.0,1.0,1.0,1.0,18,2,25,1
1065,1.0,1.0,1.0,1.0,1.0,1.0,30,2,35,2
1066,1.0,2.0,1.0,1.0,1.0,2.0,20,2,37,1
1067,1.0,1.0,1.0,1.0,1.0,1.0,22,3,13,2
1068,2.0,2.0,2.0,2.0,2.0,2.0,29,2,13,2
1069,1.0,1.0,1.0,1.0,1.0,1.0,18,1,32,2
1070,2.0,1.0,2.0,1.0,2.0,2.0,24,3,32,1
1071,1.0,1.0,2.0,1.0,1.0,1.0,18,2,4,2
1072,2.0,2.0,2.0,2.0,2.0,2.0,33,2,35,2
1073,1.0,1.0,1.0,1.0,1.0,1.0,23,1,35,2
1074,2.0,2.0,2.0,2.0,2.0,2.0,20,3,6,1
1075,1.0,1.0,2.0,1.0,1.0,1.0,29,3,22,2
1076,1.0,1.0,1.0,1.0,1.0,1.0,31,2,35,2
1077,1.0,1.0,2.0,1.0,1.0,1.0,19,2,22,2
1078,1.0,2.0,1.0,1.0,2.0,2.0,22,1,21,1
1079,1.0,1.0,2.0,1.0,1.0,1.0,20,2,32,1
1080,1.0,1.0,2.0,1.0,1.0,1.0,19,1,38,2
1081,2.0,2.0,2.0,1.0,1.0,1.0,18,2,46,1
1082,2.0,2.0,2.0,1.0,1.0,1.0,25,4,22,2
1083,1.0,1.0,2.0,1.0,1.0,1.0,26,2,22,2
1084,1.0,1.0,2.0,1.0,1.0,1.0,27,3,26,1
1085,1.0,1.0,1.0,1.0,1.0,1.0,24,1,4,1
1086,1.0,2.0,2.0,1.0,1.0,2.0,35,2,13,2
1087,1.0,1.0,1.0,1.0,1.0,1.0,22,2,14,1
1088,1.0,1.0,2.0,1.0,1.0,2.0,34,1,14,2
1089,1.0,1.0,1.0,1.0,1.0,2.0,30,3,49,2
1090,2.0,1.0,2.0,1.0,1.0,1.0,20,4,42,1
1091,1.0,1.0,2.0,1.0,1.0,1.0,21,3,30,2
1092,1.0,1.0,2.0,1.0,1.0,1.0,32,3,22,1
1093,1.0,2.0,2.0,1.0,1.0,1.0,20,2,14,1
1094,2.0,1.0,2.0,1.0,1.0,1.0,19,3,39,2
1095,1.0,1.0,2.0,2.0,2.0,2.0,22,2,44,2
1096,1.0,1.0,1.0,1.0,1.0,1.0,32,3,32,1
1097,1.0,1.0,2.0,1.0,1.0,1.0,18,2,13,2
1098,1.0,2.0,2.0,1.0,1.0,1.0,20,4,4,2
1099,2.0,2.0,1.0,1.0,1.0,2.0,29,2,21,2
1100,1.0,1.0,2.0,1.0,1.0,1.0,24,2,32,1
1101,1.0,1.0,1.0,1.0,1.0,1.0,22,2,4,2
1102,1.0,1.0,2.0,1.0,1.0,1.0,18,3,4,2
1103,1.0,1.0,2.0,1.0,1.0,1.0,19,2,13,2
1104,2.0,2.0,2.0,1.0,1.0,1.0,19,2,49,1
1105,1.0,1.0,1.0,1.0,1.0,1.0,21,2,4,1
1106,1.0,1.0,2.0,1.0,1.0,2.0,21,2,14,1
1107,1.0,1.0,2.0,1.0,1.0,1.0,20,2,8,1
1108,1.0,1.0,2.0,1.0,1.0,2.0,20,1,38,1
1109,1.0,1.0,2.0,1.0,1.0,1.0,26,4,14,2
1110,1.0,1.0,2.0,1.0,1.0,1.0,20,3,37,2
1111,2.0,2.0,2.0,1.0,1.0,1.0,32,2,4,1
1112,1.0,2.0,1.0,1.0,1.0,1.0,21,3,20,1
1113,1.0,1.0,2.0,1.0,1.0,1.0,29,1,49,2
1114,1.0,1.0,2.0,1.0,1.0,2.0,21,2,43,1
1115,2.0,2.0,2.0,2.0,2.0,2.0,28,3,15,2
1116,1.0,1.0,1.0,1.0,1.0,1.0,20,3,9,2
1117,1.0,1.0,1.0,1.0,1.0,1.0,27,2,4,1
1118,2.0,1.0,1.0,1.0,1.0,1.0,20,4,2,2
1119,1.0,1.0,2.0,1.0,1.0,1.0,30,1,35,2
1120,1.0,1.0,1.0,1.0,1.0,2.0,20,1,47,1
1121,2.0,2.0,2.0,1.0,1.0,1.0,19,3,4,2
1122,1.0,1.0,2.0,1.0,1.0,2.0,20,2,16,1
1123,1.0,1.0,1.0,1.0,1.0,1.0,32,3,32,1
1124,1.0,2.0,2.0,1.0,1.0,1.0,35,2,15,2
1125,1.0,1.0,2.0,1.0,1.0,1.0,21,3,47,1
1126,1.0,2.0,2.0,1.0,1.0,1.0,25,2,13,2
1127,2.0,2.0,2.0,1.0,1.0,2.0,24,2,30,1
1128,1.0,1.0,2.0,1.0,1.0,1.0,28,2,25,2
1129,2.0,1.0,1.0,1.0,2.0,2.0,21,3,2,1
1130,1.0,1.0,1.0,1.0,1.0,1.0,29,3,4,1
1131,1.0,1.0,2.0,1.0,1.0,1.0,31,2,13,2
1132,1.0,1.0,2.0,1.0,1.0,1.0,43,1,48,2
1133,1.0,1.0,1.0,1.0,1.0,1.0,29,2,43,2
1134,1.0,1.0,2.0,1.0,1.0,1.0,23,1,43,2
1135,2.0,2.0,1.0,1.0,1.0,2.0,31,2,4,2
1136,1.0,1.0,2.0,1.0,1.0,1.0,26,3,30,1
1137,2.0,2.0,2.0,1.0,1.0,1.0,23,2,9,2
1138,1.0,1.0,1.0,1.0,1.0,1.0,53,3,9,2
1139,1.0,1.0,2.0,1.0,1.0,1.0,23,2,0,2
1140,1.0,1.0,2.0,1.0,1.0,1.0,41,1,44,2
1141,1.0,1.0,2.0,1.0,1.0,1.0,35,2,10,2
1142,1.0,1.0,1.0,1.0,1.0,1.0,54,1,20,2
1143,2.0,2.0,2.0,1.0,1.0,1.0,31,2,42,2
1144,1.0,1.0,2.0,1.0,1.0,2.0,29,3,13,2
1145,2.0,2.0,1.0,2.0,1.0,1.0,20,3,15,1
1146,1.0,1.0,1.0,1.0,1.0,2.0,28,2,42,2
1147,1.0,1.0,1.0,1.0,1.0,1.0,25,3,10,2
1148,2.0,2.0,2.0,1.0,1.0,1.0,53,1,3,2
1149,1.0,1.0,1.0,1.0,1.0,1.0,26,2,43,2
1150,1.0,1.0,1.0,1.0,1.0,1.0,30,2,24,2
1151,1.0,1.0,2.0,1.0,1.0,1.0,48,1,24,2
1152,2.0,2.0,2.0,1.0,1.0,1.0,34,2,4,2
1153,1.0,1.0,2.0,1.0,1.0,1.0,45,2,37,2
1154,1.0,1.0,2.0,1.0,1.0,1.0,27,3,10,2
1155,1.0,1.0,1.0,1.0,1.0,1.0,23,3,9,2
1156,1.0,2.0,2.0,1.0,1.0,1.0,46,2,33,2
1157,1.0,1.0,1.0,1.0,1.0,1.0,36,3,18,2
1158,1.0,1.0,1.0,1.0,1.0,2.0,47,1,12,2
1159,1.0,2.0,1.0,1.0,1.0,1.0,31,3,4,2
1160,1.0,1.0,1.0,1.0,1.0,2.0,39,2,9,2
1161,1.0,1.0,2.0,1.0,1.0,1.0,48,1,9,2
1162,1.0,1.0,2.0,1.0,1.0,1.0,31,2,4,1
1163,1.0,1.0,2.0,1.0,1.0,1.0,35,2,5,2
1164,1.0,2.0,2.0,1.0,1.0,1.0,30,1,36,2
1165,1.0,1.0,2.0,1.0,1.0,1.0,21,2,32,1
1166,2.0,2.0,2.0,1.0,1.0,1.0,22,1,23,2
1167,1.0,1.0,2.0,1.0,1.0,1.0,45,2,28,2
1168,1.0,1.0,2.0,1.0,1.0,2.0,25,3,9,2
1169,1.0,1.0,1.0,1.0,1.0,2.0,21,2,2,2
1170,1.0,1.0,1.0,1.0,1.0,1.0,41,3,9,2
1171,1.0,1.0,2.0,1.0,1.0,1.0,36,3,43,2
1172,2.0,1.0,2.0,1.0,2.0,2.0,43,2,0,2
1173,1.0,1.0,2.0,1.0,1.0,1.0,45,2,47,2
1174,1.0,1.0,1.0,1.0,1.0,1.0,28,3,2,2
1175,2.0,2.0,2.0,1.0,1.0,1.0,24,3,9,2
1176,1.0,1.0,2.0,1.0,1.0,1.0,55,2,9,2
1177,1.0,1.0,2.0,1.0,1.0,1.0,45,2,20,2
1178,1.0,1.0,2.0,1.0,1.0,1.0,33,3,44,2
1179,1.0,1.0,1.0,1.0,1.0,1.0,27,1,9,2
1180,1.0,1.0,2.0,1.0,1.0,1.0,41,1,17,2
1181,1.0,1.0,2.0,1.0,1.0,1.0,50,1,9,2
1182,2.0,2.0,2.0,1.0,1.0,2.0,38,2,42,2
1183,1.0,1.0,2.0,1.0,1.0,1.0,32,1,42,2
1184,1.0,1.0,2.0,1.0,1.0,1.0,41,1,12,2
1185,1.0,1.0,2.0,1.0,1.0,1.0,43,2,33,2
1186,1.0,1.0,2.0,1.0,1.0,1.0,39,2,5,2
1187,1.0,1.0,2.0,1.0,1.0,1.0,31,2,4,2
1188,1.0,1.0,2.0,1.0,1.0,1.0,50,2,4,2
1189,1.0,1.0,1.0,1.0,1.0,1.0,25,3,2,1
1190,1.0,1.0,2.0,1.0,1.0,1.0,31,3,4,1
1191,1.0,1.0,2.0,1.0,1.0,1.0,32,2,9,2
1192,1.0,2.0,2.0,1.0,2.0,2.0,46,2,4,2
1193,2.0,2.0,2.0,1.0,1.0,1.0,45,2,20,1
1194,1.0,1.0,1.0,2.0,1.0,1.0,24,3,0,2
1195,1.0,1.0,2.0,1.0,1.0,1.0,23,2,4,2
1196,1.0,1.0,2.0,1.0,1.0,1.0,41,2,4,2
1197,1.0,1.0,2.0,1.0,1.0,1.0,28,1,4,2
1198,1.0,1.0,2.0,1.0,1.0,1.0,18,2,4,1
1199,1.0,1.0,1.0,1.0,1.0,2.0,55,1,17,2
1200,1.0,1.0,2.0,1.0,1.0,1.0,55,2,4,2
1201,1.0,1.0,1.0,1.0,1.0,1.0,20,2,30,1
1202,1.0,1.0,1.0,1.0,1.0,2.0,29,3,4,1
1203,1.0,1.0,1.0,1.0,1.0,1.0,20,2,4,1
1204,1.0,1.0,2.0,1.0,1.0,1.0,20,4,11,2
1205,1.0,1.0,1.0,1.0,1.0,1.0,41,1,26,2
1206,1.0,1.0,1.0,1.0,1.0,1.0,21,2,29,1
1207,1.0,1.0,2.0,1.0,1.0,1.0,18,3,4,2
